Director,Actors
Pupi Avati,"Marta Iagatti, Valentino Agunu, Lina Sastri, Neri Marcorè"
Daniel Bollag Seo Mutarevic,"Jonathan Togo, Emily Baldoni, Aaron Refvem, Meredith Zinner"
Linda Mendoza,Wanda Sykes
Travis Knight,
Rizki Balki,"Junior Roberts, Hanggini, Roy Sungkono, Shenina Cinnamon"
Jesse Baget,"Tom Sizemore, Stacy Keach, Kevin P. Farley, Héctor Jiménez"
Steve Hoover,"Rocky Braat, Steve Hoover, Anitha, Devi"
Bobby Moresco,Colin Quinn
Louis J. Horvitz,"Tina Fey, Amy Poehler, Jennifer Lawrence, Jacqueline Bisset"
Luis Ara,
Tyler Greco,"Kate Wiltshire, Patrick Wiltshire, Robin Wiltshire"
Kunle Afolayan,"Angélique Kidjo, Nico Panagio, Jimmy Jean-Louis, Wale Ojo"
,
Barbara Wiltshire,Phil Wang
Mohamed Hamdy,"Muhammad Ragab, Ayten Amer, Hasan Abdulfattah, Sabri Abdulmonem"
Michael Blieden,"Joe Rogan, Joey Diaz"
,
Adarsh Eshwarappa,"Lauren Spartano, Niveditha, Amrutha Karagada, Niranjan Bopanna"
Tyler Spindel,"Elle King, Rob Schneider"
Shannon Tindle John Aoshima,
,
Lorene Machado,Kathleen Madigan
Arun Kumar,"Murali Gopy, Asif Ali, Unni Rajan P. Dev, Varalaxmi Sarathkumar"
Menno Meyjes,"Thekla Reuten, Daan Schuurmans, Marie-Mae van Zuilen, Daantje Idelenburg"
Shawn Baker,"Datari Turner, Sessilee Lopez, Tyson Beckford, Tatyana Ali"
Adze Ugah,"Gbenro Ajibade, Ali Baba, Fathia Balogun, Jaun de Jager"
Pidi Baiq Fajar Bustomi,"Iqbaal Dhiafakhri Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp"
,"Teresa Gallagher, Reece Pockney, Scott Langley, Alex Babic"
,"Rick Zieff, Joey D'Auria, Meyer DeLeeuw, Phil Lollar"
,"Onnicha Akkharasewaya, Worranit Thawornwong, Vasin Asvanarunat, Niti Chaichitatorn"
Page Hurwitz,Michelle Buteau
Michael Schmidt,"Troy Critchlow, Gentry Dayton, Tom Fugle, Ryan Grossman"
Alessio Maria Federici,"Enrico Brignano, Ambra Angiolini, Anna Galiena, Giampaolo Morelli"
Guillaume Canet,
Stan Lathan,Dave Chappelle
Greg Rankin T.J. Sullivan,"Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu"
Shree Narayan Singh,"Sonakshi Sinha, Tahir Raj Bhasin, Raj Babbar, Sushmita Mukherjee"
Humberto Rosa Thairon Mendes,"Ciara Rose Burke, Lyn Lorken, Patrick Murphy, Craig Grainger"
Russell Howard,Russell Howard
Jay Karas,Demetri Martin
Paul Dugdale,"Mick Jagger, Keith Richards, Charlie Watts, Ronnie Wood"
Kjell Sundvall,"Anneke von der Lippe, Dejan Cukic, Jørgen Langhelle, Christian Skolmen"
Rano Karno,"Rano Karno, Maudy Koesnaedi, Cornelia Agatha, Mandra"
Rohit Jugraj,"Mohit Ahlawat, Priyanka Kothari, Mohan Agashe, Ishrat Ali"
Kenny Young,"Erica Ash, Redaric Williams, Eva Marcille, Allen Maldonado"
John Fortenberry,Whitney Cummings
Lena Koppel,"Ellinore Holmer, Maja Karlsson, Claes Malmberg, Mats Melin"
,"Robert De Niro, Al Pacino, Joe Pesci, Martin Scorsese"
Gary Andrews,"Sue Elliott-Nichols, Tamsin Heatley, Emma Tate, Lizzie Waterworth"
,"Luciano Cáceres, Juana Viale, Jorge Marrale, Pia Galeano"
,"Alexandra Nuñez, Taz Zavala, Caitlin Ary, James Byous"
Thomas Marchese,Michael Chiklis
Raúl Campos Jan Suter,Carlos Ballarta
,
,"Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo"
,"Adrian Jarrett, Mike, Spooney, Jimbo"
Lance Bangs,"Hannibal Buress, Al Jackson, Dan Steinhaus, Tony Trimm"
Alex Díaz,Alan Saldaña
Dan Pita,"Iulia Cirstea, Dana Borteanu, József Bíró, Csaba Ciugulitu"
Jeremy Seifert,"Jeremy Seifert, Vandana Shiva, Cary Fowler, Dennis Kucinich"
,
,
,"Berk Oktay, Pelin Akil, Çagdas Onur Öztürk, Ceren Hindistan"
Joseph Bull Luke Seomore,"Jimmy Akingbola, Mohammed Ali, Olivia Bernstone, Silas Carson"
Giovanni Filippetto Francesco Miccichè,"Adriano Chiaramida, Alessandra Costanzo, Stella Egitto, Elio Pagano"
Glenn Weiss Jeff Roe,"Shailene Woodley, Bob Odenkirk, Alexander Skarsgård, David Harbour"
Jim Gable Barbra Streisand,"Barbra Streisand, Stephanie 'Stevvi' Alexander, Alec Baldwin, James Brolin"
Ryan Polito,Deon Cole
Alessandro Angulo,
,
Francesco Miccichè Marco Spagnoli,"Massimo Poggio, Massimiliano Gallo, Valentina Lodovini, Liliana Segre"
,"Myung-Min Kim, Ji-Ah Lee, Keun-Suk Jang, Yeong-hee Hwang"
Juana Macías,"Paco León, Alexandra Jiménez, Alberto Amarilla, Ernesto Sevilla"
Chris Bould,Bill Hicks
Jay Karas,Jim Gaffigan
Richard Meech,"Guillermo Arévalo, Gabor Maté, Dennis J. McKenna, Kenneth Tupper"
,"Andrea Libman, Kira Tozer, Sam Vincent, Rebecca Husain"
July Hygreck,"Syrus Shahidi, Charlotte Gabris, Tom Hygreck, Gunther Love"
Gary Davis Francine Watson,"Daniel Negreanu, Mike Negreanu, Oren Farkash, Regev Farkash"
,Monty Don
,
,"Jirô Satô, Mai Shiraishi, Saki Tateno, Takayuki Yamada"
Linda Mendoza,Tiffany Haddish
Dan Chisu,"Serban Pavlu, Claudiu Bleont, Gabriel Spahiu, Mihai Constantin"
Camille Shooshani,"Léa Moret, Camille Shooshani"
Felicity Morris,
,"June Tsai, Ray Chang, Ya-Jo Wu, Shao-Hua Lung"
Tosin Coker,"Ademola Adedoyin, Kemi Lala Akindoju, Chioma Chukwuka Akpotha, Saidi Balogun"
,"Ryusei Fujii, Takahiro Hamada, Takeshi Kaga, Tomohiro Kamiyama"
Jean-Simon Chartier,"Stéphane Cardin, Luc Duchaine, Yannis Mallat, Jason Vandenberghe"
,"Shinnosuke Mitsushima, Oji Suzuka, Yôko Moriguchi, Natsuki Deguchi"
Thomas L. Callaway,"Robert Belushi, Cathy Shim, Michael Badalucco, Lucille Soong"
Ram Devineni Tushar Prakash,
,"Ko Asung, Ha Seok-jin, Dong-hwi Lee, Hoya"
,"Braeden Marcott, Doug Erholtz, Braeden Fox, Olivia Hack"
Lorena Muñoz,"Rodrigo Romero, Florencia Peña, Fernán Mirás, Daniel Aráoz"
Bruno Corbucci,"Tomas Milian, Piero Mazzarella, Margherita Fumero, Savina Gersak"
Steve Brown Jessie Deeter,"Harley K. Dubois, Marian Goodell, Larry Harvey, John Law"
,"Camila Queiroz, Klebber Toledo"
,
,"Cyndi Wang, Leon Jay Williams, Ming-Dow, Li-Chun Tsai"
,"John Cleese, Michael Palin, Terry Jones, Terry Gilliam"
,
Marcus Raboy,Judd Apatow
Michael Simon Matthew McNeil,Jeff Dunham
,
,"Angela Shao-Han Chang, Joyce Chao, Jill Hsu, Ambrose Hui"
Wei Ling Chang,"Hande Kodja, Pierre Boulanger, Shane Lynch, Raphaël Goldman"
Havana Marking Marc Morgenstern,"Rebecca Humphries, Noel Biderman, Louise Van Der Velde, Christopher Russell"
Luis Lopez,"Jesus Sepulveda, Chingo Bling"
Zhong Lei Yue Song,"Kang En, Yang JunPing, Becki Li, Chang-Hai Li"
Katy Chevigny Ross Kauffman,"Anna Neistat, Ole Solvang, Peter Bouckaert, Fred Abrahams"
David Kennard,Martine Saunier
Weyler Hildebrand,"Gideon Wahlberg, Dagmar Ebbesen, Björn Berglund, Edvard Persson"
Bruno Corbucci,"Tomas Milian, Bombolo, Olimpia Di Nardo, Nerina Montagnani"
Marlene Guerin,"Dario Yazbek Bernal, Beatriz Calles, Manolo Caro, David Chavira"
Curtis Clark,"Kevin Kilner, Reid Scott, Elyse Levesque, Dakota Bailey"
Michael Blieden,"Patton Oswalt, Brian Posehn, Maria Bamford, Zach Galifianakis"
Raj Thiruselvan,"Christopher Atkins, Kandra King, Parvesh Cheena, Kate Austin"
Ketche,"Asli Enver, Kaan Urgancioglu"
,"Wai Ai, Sui-man Chim, Elanne Kong, Ying Kwan Lok"
Chris Robinson,Tiffany Haddish
Joel Gallen Tig Notaro,"Laura Dern, Ellen DeGeneres, Eddie Vedder, Jill Vedder"
Ronnie Warner,"Mekhi Phifer, Lawrence B. Adisa, Brian Hooks, Davetta Sherwood"
Alan Ereira,"Mama Manuel Coronado, Alan Ereira, Francisca Zarabata, Mama Shibulata Zarabata"
,
,"Kate Harbour, Marc Silk, Ben Pronsky, Ellen Dubin"
Albert Sharpe,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones"
Josh Oreck,"Aml Ameen, Jamie Clayton, Tina Desai, Bae Doona"
Bill Ross IV Turner Ross,"Chad Foster, Brylyn Wall, Martín Wall"
,"Bill Bailey, Kate Beckinsale, Hugh Bonneville, Jim Carrey"
Houssam El-Din Mustafa,"Mervat Amin, Nour El-Sherif, Mohamed Awad, George Sidhum"
McG,Tiffany Haddish
Syrine Boulanouar Nekfeu,"Nekfeu, Syrine Boulanouar, Damso, Diabi"
Martin Sofiedal,
,"Hana Burnett, Gok Wan, Ching-He Huang, David Yip"
Pradeep Verma,"Shweta Pandit, Sruthi Hariharan, Shraddha Srinath, Achyuth Kumar"
Shirley Frimpong-Manso,"O.C. Ukeje, Joselyn Dumas, Joke Silva, Kemi Lala Akindoju"
,"Grant Crookes, Ty Hurley"
Chris Bould,Bill Hicks
Matt Wechsler,"Marty Travis, Dan Barber, Rick Bayless, Mark Bittman"
Emanuel Parvu,"Serban Pavlu, Adrian Titieni, Florin Zamfirescu, Ana Radu"
,"Tosatid Darnkhuntod, Vorarit Fuangarome, Namthip Jongrachatawibooniboon, Boonsong Nakphoo"
,"Aziz Ansari, Patrick Cotnoir"
,
,"Bryce Papenbrook, Johnny Yong Bosch, Christine Marie Cabanos, Spike Spencer"
Terry Miles,"Jennifer Beals, Gil Bellows, John Pyper-Ferguson, Leah Gibson"
Gurinder Chadha,
Barbara Bredero,"Hannah Hoekstra, Cas Jansen, Willem Voogd, Whitney Franker"
Ava DuVernay,"2Mex, Chali 2na, Cut Chemist, Brian Cross"
,Anna Cathcart
Gyan Correa,"Ajay Gehi, Sonali Kulkarni, Shamji Dhana Kerasia, Priyank Upadhyay"
,Javed Jaffrey
,
Seth Barrish Mike Birbiglia,Mike Birbiglia
Bert Marcus,"Evander Holyfield, Bernard Hopkins, Mike Tyson, Larry 'Ratso' Sloman"
Marcus Raboy,Ryan Hamilton
Mauricio Eça,"Guilherme Brumatti, Mharessa Fernanda, Bia Jordão, Bianca Paiva"
Ian MacNaughton,"Steve Martin, Graham Chapman, John Cleese, Terry Gilliam"
Davide Marengo,"Luca Bizzarri, Paolo Kessisoglu, Geppi Cucciari, Dino Abbrescia"
,"Mattea Conforti, Kobi Frumer, Ofosu Born Jones-Quartey, Brian Beckerle"
Matt Danner,"Ben Diskin, Jessica Gee-George, Grant George, David Lodge"
,Nadiya Hussain
,"Melvin Odoom, Charley Clark, Can Somer"
Marcus Raboy,"Marlon Wayans, Diana Hernandez"
,"Trey Schafer, Lee Westwick, Aaron Carpenter, Cameron Dallas"
Theodore Melfi,
Kazuki Kaneshiro,"Munetaka Aoki, Ken'ichi Endô, Arata Furuta, Kenta Hamano"
,
,"Lucrezia Guidone, Michele Riondino"
,"Yuliia Sobol, Gülçin Santircioglu, Engin Günaydin, Tamer Karadagli"
Robert Rodriguez,
Partho Sen-Gupta,"Adil Hussain, Tannishtha Chatterjee, Gulnaaz Ansari, Komal Gupta"
Alessandro Pondi,"Pierfrancesco Favino, Giuseppe Fiorello, Mariela Garriga, Dino Abbrescia"
,"Greg Ayres, David Matranga, Ian Sinclair, Micah Solusod"
Michèle Ohayon,Cristina Weigmann
,"Huma Qureshi, Naseeruddin Shah, Kalki Koechlin, Manisha Koirala"
Randall Lobb,"Taron Egerton, Stephen Christy, Natalie Dormer, Jeffrey Addiss"
,"Shun Oguri, Munetaka Aoki, Haru, Ken'ichi Endô"
Roberto Capucci,"Caterina Murino, Frank Gerrish, Alessandro Preziosi, Ludovica Martino"
,"Dan Hong, Melissa Leong, Maeve O'Meara, Mark Olive"
,"Jan Bos, Michelle Brezinski, Michael Donovan, Brian Drummond"
Marcus Raboy,"Dana Carvey, Dex Carvey, Thomas Carvey"
B.J. Perlmutt Bent-Jorgen Perlmutt,"Víctor Jara, Joan Jara, Pascale Bonnefoy, Joyce Horman"
Park Bum-Soo,"Jae-hong Ahn, Hwang Chan-sung, Kook-jin Han, Oh Jeong-Se"
,"Paopetch Charoensook, Rapatrud Jiravechsoontorkul, Thiti Mahayotaruk, Apasiri Nitibhon"
Bobcat Goldthwait,Patton Oswalt
,Jimmy Waitman
,"Aline Küppenheim, Claudia Di Girólamo, Gloria Münchmeyer"
Alex Coletti,David Cross
Ian Cheney,"Susan Carter, Ian Cheney, Philip Chiang, Andrew Coe"
Robert Townsend,"Bill Cosby, Deana J. Becker, Stephanie Stallaing, Darryl M. Bell"
Pietra Brettkelly,"Matthu Placek, Vanessa Beecroft, Jeffrey Deitch, Greg Durkin"
Bruno Corbucci,"Tomas Milian, Marina Ripa di Meana, Roberta Manfredi, Alberto Farnese"
,Felipe Esparza
,"Ray Chase, Robbie Daymond, Tara Sands, Alex Babic"
Ulises Valencia,Franco Escamilla
Jay Karas,Adam Devine
,"Yvonne Chong, Hashir Haizal Hailmi, Michelle Kay"
R. Ellis Frazier,"Gary Daniels, Sissi Fleitas, Eddie J. Fernandez, Luis Gatica"
,"Gabrielle Bechtel, Chloe Chaidez, Nasty Cherry, Debbie Knox-Hewson"
Chris Howe,Russell Brand
,"Mika Abdalla, Victoria Vida, Genneya Walton, Melissa Mabie"
Stephen McKendree,"Marina Petrano, Christopher Ingle, Rhea Rossiter, Weston Adwell"
Diego Pignataro,Whindersson Nunes
Ruben Vandenborre,
Manop Janjarasskul,"Chalad Na Songkhla, Sahatchai 'Stop' Chumrum, Pornchai Hongrattanaporn, Kongsak Kaenmeepol"
Ingvild Søderlind,"Lisa Teige, Christine Grace Szarko, Fabian Svegaard Tapia, Bao Andre Nguyen"
Manish Tiwary,"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan"
Manny Rodriguez Matthew McNeil,Jeff Dunham
Kenzô Maihara Amandha Wyanto,"Abio Abie, Adhitya Alkatiri, Stella Cornelia, Rayhan Febrian"
Qunshu Gao,"Yihong Duan, Guowei Ma, Francis Ng, Dahong Ni"
Munish Bhardwaj,"Neha Dhupia, Ranvir Shorey, Devendra Chowhan, Vidushi Mehra"
Stéphane de Freitas,"Afaq, Panmela Castro, Stéphane de Freitas"
,"Melinda Elvenes, Jason Bolden, Adair Curtis"
Florent Bodin,"Chaz Hodges, Lorene Chesley, Maître Gims, Randolph Thompson"
Álvaro Longoria Gerardo Olivares,"Luis María Anson, Inés Arrimadas, Elsa Artadi, Antoni Bassas"
Luke Kenny Devaki Singh,"Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani"
John Edginton,"Joe Cocker, Phil Crookes, Vic Cocker, Ray Charles"
,
Tony Ayres,"Vince Colosimo, Maria Theodorakis, Nathaniel Dean, Judi Farr"
Carlo Fusco,"Gabriele Arena, Steven Bauer, Vin Bejleri, Luigi Maria Burruano"
,"Josh Grelle, Tyler Walker, J. Michael Tatum, Aaron Dismuke"
,"Kenneth Won, Kacha Nontanan Anchuleepradit, Thanabordee Jaiyen, Rapatrud Jiravechsoontorkul"
Scott Hamilton Kennedy,"Danny Glover, Daryl Hannah, Antonio Villaraigosa"
Piotr Domalewski,"Adrianna Chlebicka, Tomasz Zietek, Hubert Milkowski, Tomasz Schuchardt"
Enrique García Meza,"Ángela Buitrago, Don Bernardo Campos, Caseta, Coyuco"
Mark Gustafson,Piyali Munshi
Billy Lyons Kim Ferraro Seth Isler,"Alec Baldwin, André Bishop, Michael Douglas, Richard Gere"
Hernán Zin,"David Beriain, Hernán Zin, Roberto Fraile, Carmen Sarmiento"
Blake Lemons,"Kelly Clarkson, Ryan Crego, Rachel Crow, Kelly Donohue"
Julia Knowles,Simon Amstell
,"Anitta, Arielle Macedo, David Brazil, Felipe Britto"
Mohammed Hussain,"Mahendra Sandhu, Danny Denzongpa, Jagdeep, Faryal"
Jenny Carchman,James Arthur Ray
Stephen Polk,"Barry Bostwick, Cheryl Ladd, Julia Sobaski, Stephen Polk"
,
Dwight Hemion,Barbra Streisand
Frank Capra Joris Ivens,"John Beal, Howard Duff, Walter Huston, Knox Manning"
Andrei Zincã,"Serban Ionescu, Rodica Lazar, Rodica Mandache, Crina Matei"
Marcus Raboy,Vir Das
,
Vic Sarin,"Hume Cronyn, Joan Gregson, Tegan Moss, Shawn Roberts"
,"Jay Chou, Funky Tu, Chen Kuan-Lin, Will Tsai"
Vlad Yudin,"Jeremy Scott, Devon Aoki, C.L., Eva Chen"
Jonathan Elbers,"Victoria Koblenko, Dorien Rose Duinker, Myrthe Burger, Peter Faber"
Fernando Frias,"Rezeta Veliu, Roger Mendoza, Emiliano Becerril, Sebastian Cordova"
Brian Oakes,"Jam Master Jay, DJ Hurricane, Rahman Dukes, Darryl McDaniels"
Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Mukul Dev"
Chris Howe,Mo Gilligan
Cecilia Peck,"Linor Abargil, Aliza Abargil, Jackie Abargil, Alison Botha"
,
Christian D. Bruun,"Edward Burns, Adriano Goldschmied, Eric Schrader, Tommy Hilfiger"
,
,"Yûki Amami, Denden, Mokomichi Hayami, Fumiyo Kohinata"
Sanzhar Sultan,"Robert Knepper, Paul Calderon, Adrian Cowan, Sanzhar Sultan"
Judah Friedlander,Judah Friedlander
,Natasha Rothwell
,
Tomoki Kyôda Hisatoshi Shimizu,"Yûko Sanpei, Kaori Nazuka, Kôji Tsujitani, Johnny Yong Bosch"
Marita Grabiak,"Amy Pietz, Johnny Whitworth, Tracey Fairaway, Kelly Curran"
Luciano Manuzzi,"Isabella Ragonese, Sara D'Amario, Paolo Briguglia, Selene Caramazza"
,
,"Louis Cheung, Singh Hartihan Bitto, Siu-Kiu To, Myolie Wu"
Ineke Houtman,"Gerard Cox, Joke Bruijs, Sjoerd Pleijsier, Tarik Moree"
R. Christian Anderson,"Shy Pilgreen, Dan Gruenberg, Brian Neil Hoff, Thema Johannsen"
Hao Wu,
Rob Zombie,"Max Macguire, Rick Crom, Skippy D, Annette Benda Fox"
,"Jirakit Thawornwong, Zuvapit Traipornworakit, Alice Tsoi"
Pim van Hoeve,"Julian Ras, Yahya Gaier, Roeland Fernhout, Ton Kas"
Will Lovelace Dylan Southern,Aziz Ansari
Troy Miller,George Lopez
Neville Shah,Kanan Gill
Bruno Ascenzo,"Maxi Iglesias, Renata Flores, Mayella Lloclla, Vicente Vergara"
Gajendra Ahire,"Sonam Arora, Mugdha Chaphekar, Mihiresh Joshi, Kadambari Kadam"
,"Glen Powell, Jay Ellis"
Troy Miller,Brian Regan
Kevin Bray,Mike Epps
Andrei Gruzsniczki,"Dorian Boguta, Ioana Flora, Serban Pavlu, Medeea Marinescu"
,
Hiroki Yamaguchi,"Mizuho Abe, Seijirô Nakamura, Ray Nishimura, Kayako Okuda"
Walter C. Miller,"Sam Kinison, Florence Marie Marney, Denise Gallup, Dian Gallup"
Nicholas D. Wrathall,"Gore Vidal, Howard Auster, James Best, Karen Black"
Ahmad El-Badri,"Aimi Samir Ghanem, Hasan Husni, Idward, Sameh Abul-Ghar"
,
Jake Witzenfeld,"Khader Abu Seif, Fadi Daeem, Naeem Jiryes, David Pearl"
Joe Berlinger,"Henry Paulson, Wendy Paulson"
James D. Scurlock,"Beth Naef, Mike Hudson, Louis C.K., Catherine Brown"
Matt Danner Dan Fraga,"Ben Diskin, Doug Erholtz, Jessica Gee-George, Grant George"
Tom Donahue,Los Tigres del Norte
,
Greg Whiteley,"Mitt Romney, Candy Crowley, Eric Draper, Jim Lehrer"
Urs Schnell,"Peter Brabeck, Res Gehriger, Hanspeter Müller"
Mark Verkerk,"Bram van der Vlugt, Carice van Houten"
Fabrizio Costa,"Vanessa Incontrada, Ricky Memphis, Marco Bonini, Chiara Ricci"
,"Juan Pablo Varsky, Guillermo Barros Schelotto, Boca Juniors, Lisandro Magallán"
,"Brody Allen, Ryan Bartley, Jenna Davis, Leigh Kelly"
,"Ada Afoluwake Ogunkeye, Chy Nwakanma, David Jones David, Sandra Eze"
Peter Bishai,"Wandile Molebatsi, Jason Hartman, Masello Motana, Stelio Savante"
Dan Hunt,"Lux Alptraum, Buck Angel, Elayne Angel, Tyra Banks"
Shaun Rana,"Daniell Edwards, Sami Darr, Anna Bård, Ian Burns"
Mike Smith John Paul Tremblay Robb Wells Jeremy Harty Gary Howsam,"John Paul Tremblay, Robb Wells, Mike Smith, Patrick Roach"
Kyle Newacheck,
Cornel Gheorghita,"Natalia Cebanu, Constantin Florescu, Sorin Frâncu, Balint Geo"
Michael Graziano,
Alexandre Reinecke,"Zezé Polessa, Daniel Dantas, Fernanda Paes Leme, Paulo Vilhena"
,"Hsing-shu Yen, Angela Shao-Han Chang, Tony Sun, Hsing-Wen Li"
,"Julie Sype, Jenna Warren, Cory Doran, Annick Obonsawin"
Jon Karthaus,"Robert de Hoog, Charlie Chan Dagelet, Jennifer Hoffman, Gijs Naber"
Jerry Seinfeld,Colin Quinn
Edwin L. Marshall,"Danny Trejo, Pastor Shepherd, Maria-Elena Laas, Diane Hruska"
Eddie Mullins,"Leo Fitzpatrick, Justin Rice, Laura Campbell, Brian Charles Johnson"
Josh Mond,Peter Dinklage
,"Kang-woo Kim, Kim You-Jin, Sang-Hoon Jung, Min-sik Kim"
Tim Albone Lucy Martens Leslie Knott,"Hasti Gul Abid, Taj Malik Aleem, Harsha Bhogle, Geoffrey Boycott"
Jessica Yu,"Maria Bamford, Rhea Butcher, Alex Blue Davis, Melinda Hill"
Kubhaer T. Jethwani,Jason Leong
Matti Geschonneck,"Iris Berben, Matthias Brandt, Jeff Burrell, Samuel Finzi"
Victor Buhler,
Martha Shane Lana Wilson,"George Tiller, Warren Hern, Leroy Carhart, Susan Robinson"
Hyun-Sung Moon,"Yoo Ah-in, Go Kyung-Pyo, Moon So-ri, Park Joo-Hyun"
Christopher Storer,Jeff Garlin
Joey So,"Laura Beaumont, Jules de Jongh, Teresa Gallagher, Bob Golding"
Jon Richards,"Derren Brown, Julian Klinger"
Stuart Heisler,"Clyde Turner, Carlton Moss, William Broadus, Bertha Woolford"
,"Michela Luci, Anna Claire Bartlam, Eric Peterson, Jamie Watson"
,"Fumino Kimura, Nozomi Sasaki, Kaho, Mirai Shida"
J. Michael Long,"J. Michael Long, Bill Mecca, Philip Gardiner, O.H. Krill"
Angshuman Ghosh Neville Shah,Kenneth Sebastian
,
Mark Verkerk,"Abatutu, Nicolette Kluijver, Djae Van der Helm, Sabine Van der Helm"
,"Brian Kubach, Julianna Guill, Alice Hunter, Robert LaSardo"
Ward Roberts,"Amber Benson, Jeremiah Birkett, Aaron Gaffey, Devin Barry"
,"Romina Küper, Felix Klare, Anna Maria Mühe, Robert Palfrader"
Jay Chapman,"Brad Paisley, Nate Bargatze, John Heffron, Reba McEntire"
Lô Politi,"Jesuíta Barbosa, Laura Neiva, Criolo, Paulo Américo"
Marina Willer,"Alfred Willer, Tim Pigott-Smith, Flora Fanelli, Alfie Watson"
Rudolf Buitendach,"Isaach De Bankolé, Juliet Landau, Stelio Savante, Sizo Motsoko"
Faruk Aksoy,"Fikret Kuskan, Ali Poyrazoglu, Asuman Dabak, Günes Emir"
,"Lily Tomlin, Ruth Buzzi, Tiffany Haddish, Neil Patrick Harris"
Juan Camilo Pinzon,"Luis Eduardo Arango, Julián Cerati, Aura Cristina Geithner, Mariana Gómez"
Mana Yasuda,"Tom Fujita, Hidetoshi Hoshida, Fuka Koshiba"
Paul Miller,"Robert Klein, John Cleese, Terry Gilliam, Eric Idle"
Bill D'Elia,Chris D'Elia
Moses Inwang,"Kunle Afolayan, Gift Amaka Anizoba, Funny Bone, Monalisa Chinda"
Pablo Faro,Mago Radagast
,
Minkyu Lee,
Neil Drumming,"Dorian Missick, Suzy Jane Hunt, Gbenga Akinnagbe, Darien Sills-Evans"
,
,"Matt Mira, Sonequa Martin-Green, Aaron Harberts, Doug Jones"
Kristian Mercado,Sam Jay
,"Adesua Etomi-Wellington, Lorenzo Menakaya, Enyinna Nwigwe, Zynnell Zuh"
Lisa France,"Gabriel Cordell, Christopher Kawas, Lisa France, J.A. Streeter"
Colleen Patrick,"Elisabeth Röhm, Sean Patrick Flanery, Eric Roberts, Jim Holmes"
Michael Simon,Gad Elmaleh
,"Ja-Hyeon Chu, Jung-min Hwang, Woo-jin Jo, Ha Jung-woo"
Lance Bangs,"Marc Maron, Sam Lipsyte, Tom Scharpling"
Clint Butler Chris LaBonte,"Aaliyah Cinello, Meesha Contreras, Gracen Daly, Jay Hatton"
Mauricio Brunetti,"María Eugenia Arboleda, Lito Cruz, Stella Delphino, Ludovico Di Santo"
Shari Springer Berman Robert Pulcini,"Allison Anders, Jeanine Basinger, Robert Benton, Karen Black"
,"Becky, Ryô Katô, Karina Maruyama"
Mark Osborne,
Stanley Moore Alex Woo,"Ella Joy Ballesteros, Maisie Benson, Smith Foreman, Kerry Gudjohnsen"
,Bartosz Walaszek
Mahmood Karim,"Mohamed Abdelmoaty, Muhammad Abdullatif, Adham Ahmad, Islam Ahmad"
Susan Koch Jeff Werner,"Colin Farrell, Brandon Francis"
Zsolt Pálfi,"Csongor Szalay, Sára Vida, Anna Kubik, András Faragó"
Vlad Paunescu,"Rodica Lazar, Tudor Chirila, Crina Tofan, Adrian Titieni"
Darragh O'Connell,"Robbie Daymond, Andy Abbott, Dayci Brookshire, Emma Sloan Jacobs"
,"Pepa Charro, Christian Escribà, Jordi Cruz, Paula Gonu"
Nisha Pahuja,"Pooja Chopra, Manasvi Mamgai, Marc Robinson, Ankita Shorey"
David Pastor Àlex Pastor,
George Butler,"Paul Newman, Steve Squyres, Rob Manning, Charles Elachi"
Crayton Robey,"Edward Albee, Joe Allen, Matt Baney, David Carter"
Edgar Arellano,"Donnabella Mortel, June Marie Sparagna, Arden Cho, Jarrett Arthur"
,"Sahajak Boonthanakit, Suda Chuenban, Daweerit Chullasapya, Pavarit Mongkolpisit"
Mike Slee,Julio Sanchéz Cristo
Mario Briongos,Dani Rovira
,"Jam Hsiao, Bea Hayden Kuo, Enno Cheng, Wan-Ru Zhan"
Jay Chapman,Craig Ferguson
Charles Maxwell,"Colin Andrews, Francine Blake, Tim Carson, Will Carson"
Rory Kennedy,
Manbhavan Singh Manbhavan Singh,"Jaspinder Cheema, Raj Dhaliwal, Pawan Malhotra, Rupinder Rupi"
Sue Ding,"Lucia de la Garza, Mila de la Garza, Eloise Wong"
,"Jella Haase, Vladimir Burlakov, Julius Feldmeier, Martin Stange"
Anne de Clercq,"Snelle, Lars Bos, Tristan Rozendaal, Maan de Steenwinkel"
David F. Sandberg,
Jeff Gill Evan Spiridellis,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill"
Ishaya Bako,"Genevieve Nnaji, Oris Erhuero, Chioma Omeruah, Baaj Adebule"
Lisa Cortes Farah Khalid,"Mary J. Blige, Dapper Dan, Misa Hylton-Brim, Kerby Jean-Raymond"
Marc Waltman,"Sanne Langelaar, Jade Olieberg, Beppie Melissen, Oscar Aerts"
Hilla Medalia Shosh Shlam,Ran Tao
,"Hanane El Yousfi, Chine Thybaud, Théo Augier"
